class,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21
A,0.29027557373046875,0.7933400869369507,0.1633683443069458,0.7118707895278931,0.0859089195728302,0.5632613897323608,0.07144935429096222,0.44030576944351196,0.08837665617465973,0.3400946855545044,0.17891483008861542,0.44486477971076965,0.15979713201522827,0.36493319272994995,0.15578234195709229,0.4699620306491852,0.15710845589637756,0.566175639629364,0.26477643847465515,0.45950019359588623,0.2346460372209549,0.3980540633201599,0.23030909895896912,0.5261162519454956,0.23105232417583466,0.6299383640289307,0.34981587529182434,0.4908731281757355,0.3130461871623993,0.44451239705085754,0.30095961689949036,0.5753611326217651,0.2944936752319336,0.6725571751594543,0.43302345275878906,0.5360327959060669,0.39077895879745483,0.4980364739894867,0.365432471036911,0.5898627042770386,0.353976309299469,0.6594997644424438
A,0.29463616013526917,0.8039828538894653,0.16630324721336365,0.7199844121932983,0.0912085473537445,0.569768488407135,0.08040143549442291,0.44635045528411865,0.09790816903114319,0.3475818634033203,0.18201735615730286,0.461677223443985,0.16446055471897125,0.3755941390991211,0.1636928915977478,0.48227033019065857,0.16820938885211945,0.5764384865760803,0.26859769225120544,0.4756254553794861,0.24142403900623322,0.40573105216026306,0.23631542921066284,0.5340633392333984,0.23830141127109528,0.6370481252670288,0.35349422693252563,0.5054418444633484,0.3195800483226776,0.4508346617221832,0.30743691325187683,0.581385612487793,0.30299872159957886,0.6799054741859436,0.43803298473358154,0.5489189624786377,0.3979259431362152,0.5055152773857117,0.3740795850753784,0.5966035723686218,0.3646278977394104,0.6664488911628723
A,0.300123393535614,0.8092676997184753,0.1759556084871292,0.7337462902069092,0.09967581927776337,0.5848874449729919,0.08367538452148438,0.4621966481208801,0.09715434908866882,0.3619081377983093,0.18538624048233032,0.4694979190826416,0.17022256553173065,0.38555091619491577,0.16789355874061584,0.4942394196987152,0.17174679040908813,0.5869371294975281,0.2728915512561798,0.48264139890670776,0.24697096645832062,0.41441360116004944,0.2414177656173706,0.5433762669563293,0.2444334328174591,0.6442440152168274,0.3581603169441223,0.5126870274543762,0.32562869787216187,0.4578096866607666,0.3112945556640625,0.589238703250885,0.3060726225376129,0.6866509318351746,0.4414999485015869,0.5563106536865234,0.4032563865184784,0.5113288760185242,0.3776474893093109,0.6049624681472778,0.3682902455329895,0.6769633293151855
A,0.3022785186767578,0.8145267367362976,0.18971221148967743,0.7505250573158264,0.1079329401254654,0.6013807654380798,0.08582629263401031,0.47584694623947144,0.09519943594932556,0.3729643225669861,0.18243348598480225,0.4937882423400879,0.17335793375968933,0.4047142267227173,0.17579768598079681,0.5042806267738342,0.1795164942741394,0.5936385989189148,0.2661367654800415,0.5039657950401306,0.2509210407733917,0.4255732297897339,0.2459045797586441,0.5485511422157288,0.24971844255924225,0.6484946012496948,0.3517160713672638,0.5317061543464661,0.3275988698005676,0.4699138104915619,0.31540316343307495,0.5987346768379211,0.31182146072387695,0.695410966873169,0.4381028115749359,0.5708374977111816,0.41072362661361694,0.5209968090057373,0.38648658990859985,0.6151827573776245,0.3735983967781067,0.6894640326499939
A,0.30509433150291443,0.8182088136672974,0.19125139713287354,0.7717499732971191,0.10722164809703827,0.6225688457489014,0.0884605348110199,0.49666258692741394,0.0959661453962326,0.3980139195919037,0.18253275752067566,0.5106044411659241,0.17185238003730774,0.4213449954986572,0.17625081539154053,0.5264495611190796,0.18289020657539368,0.6162291169166565,0.26854854822158813,0.5190383791923523,0.2537086009979248,0.442049503326416,0.25027036666870117,0.5697611570358276,0.25614669919013977,0.6695693135261536,0.35503914952278137,0.5459871888160706,0.3311701714992523,0.4881821274757385,0.3204798996448517,0.6188931465148926,0.31893184781074524,0.7145143747329712,0.4402391314506531,0.5827153921127319,0.41480469703674316,0.5398041009902954,0.39157363772392273,0.6356176733970642,0.37951624393463135,0.7088817954063416
A,0.3113214671611786,0.8423711657524109,0.19523753225803375,0.7828092575073242,0.11140355467796326,0.6320570707321167,0.08866514265537262,0.5094514489173889,0.09553739428520203,0.4102784991264343,0.18464834988117218,0.5274783372879028,0.17663456499576569,0.4444670081138611,0.18492071330547333,0.5511137247085571,0.19408994913101196,0.6387938261032104,0.2714129686355591,0.5384745001792908,0.25573474168777466,0.46244075894355774,0.2560650110244751,0.5889406800270081,0.26466917991638184,0.6871087551116943,0.35847800970077515,0.5663518905639648,0.3341854214668274,0.5064845085144043,0.32519596815109253,0.6327934861183167,0.3250298798084259,0.7259608507156372,0.4441782534122467,0.6037945747375488,0.4184831976890564,0.552362859249115,0.3951469361782074,0.6451777219772339,0.38405323028564453,0.7186996936798096
A,0.32394737005233765,0.8658263683319092,0.2066463828086853,0.8068033456802368,0.11946889758110046,0.6582639813423157,0.09440220892429352,0.5330402851104736,0.1014472246170044,0.43122339248657227,0.19109314680099487,0.5469838976860046,0.18165132403373718,0.45994138717651367,0.18769635260105133,0.5654823184013367,0.19483177363872528,0.6522839665412903,0.27494654059410095,0.5562418699264526,0.2585761547088623,0.47623559832572937,0.2591279149055481,0.600965142250061,0.2664870321750641,0.6964043974876404,0.3590276539325714,0.5816232562065125,0.33868229389190674,0.518006443977356,0.33061662316322327,0.6468713879585266,0.3287370800971985,0.739689826965332,0.44470876455307007,0.6172290444374084,0.42058396339416504,0.5644818544387817,0.39982664585113525,0.6575673818588257,0.3897177577018738,0.7277663946151733
A,0.33048301935195923,0.8815784454345703,0.21587057411670685,0.8272572755813599,0.1270734816789627,0.6760765314102173,0.09832261502742767,0.5490676164627075,0.10070501267910004,0.44668829441070557,0.19274123013019562,0.5634457468986511,0.18228085339069366,0.4715052843093872,0.19224628806114197,0.5766041278839111,0.20131893455982208,0.6648259162902832,0.27780768275260925,0.5716210007667542,0.26290369033813477,0.4889009892940521,0.26480552554130554,0.6143283247947693,0.27019068598747253,0.7098969221115112,0.36234551668167114,0.5959224104881287,0.34411799907684326,0.5314751863479614,0.33632415533065796,0.6609433889389038,0.3320300877094269,0.7528795003890991,0.44752705097198486,0.6301586627960205,0.4269976019859314,0.5824621319770813,0.40595728158950806,0.6782187819480896,0.39349737763404846,0.7475339770317078
A,0.329681932926178,0.9004504680633545,0.21632960438728333,0.832642674446106,0.13391655683517456,0.6865185499191284,0.10651087760925293,0.5636342763900757,0.10558807849884033,0.4602372348308563,0.2008208930492401,0.5760247707366943,0.18904203176498413,0.48389747738838196,0.19936715066432953,0.5880069136619568,0.21043851971626282,0.676054835319519,0.2861092686653137,0.5859522223472595,0.27036118507385254,0.49984192848205566,0.2729566991329193,0.6234354376792908,0.2803044021129608,0.7197051048278809,0.3701895475387573,0.6112300157546997,0.35206809639930725,0.5449775457382202,0.34460195899009705,0.6730929017066956,0.34268513321876526,0.7660002112388611,0.45534366369247437,0.6476556658744812,0.4335298538208008,0.5899177193641663,0.41329941153526306,0.6798739433288574,0.40385591983795166,0.7496607899665833
A,0.3413928747177124,0.903079628944397,0.22506868839263916,0.8422011733055115,0.13735173642635345,0.696060836315155,0.10751564800739288,0.5702365636825562,0.11238589882850647,0.4679340124130249,0.20583662390708923,0.5862143039703369,0.19424140453338623,0.49147358536720276,0.20478245615959167,0.5967637300491333,0.2154761552810669,0.6840243935585022,0.29141971468925476,0.5963006615638733,0.2749873101711273,0.5074087381362915,0.2780383229255676,0.6343451738357544,0.2852775454521179,0.7313995361328125,0.376070111989975,0.6210917234420776,0.35732385516166687,0.5495173931121826,0.348862886428833,0.6796215772628784,0.34521958231925964,0.7745422124862671,0.4614393413066864,0.6567676067352295,0.4392877519130707,0.597533643245697,0.4188240170478821,0.6903273463249207,0.4083215594291687,0.7635167241096497
A,0.34165656566619873,0.9107064008712769,0.2264615297317505,0.8448203206062317,0.1403200626373291,0.7011029720306396,0.10949225723743439,0.5784584283828735,0.10849885642528534,0.4759795367717743,0.2080860435962677,0.5880020260810852,0.1974833607673645,0.4965217709541321,0.20759806036949158,0.5976907014846802,0.21687059104442596,0.6871000528335571,0.2935260832309723,0.5986199378967285,0.2798699140548706,0.5145169496536255,0.28169625997543335,0.6401240825653076,0.2860952615737915,0.7404558658599854,0.37828055024147034,0.6251511573791504,0.36183634400367737,0.5543612241744995,0.35288166999816895,0.6836117506027222,0.34757620096206665,0.7806175947189331,0.4627070426940918,0.6632422804832458,0.4438474774360657,0.607053816318512,0.4216851592063904,0.699722409248352,0.4090868830680847,0.7730773091316223
A,0.34439945220947266,0.9155725836753845,0.23108729720115662,0.8493634462356567,0.14617666602134705,0.7075889110565186,0.11392581462860107,0.5841740965843201,0.11230413615703583,0.47984522581100464,0.2067599594593048,0.5936568379402161,0.19867759943008423,0.5024489164352417,0.21255970001220703,0.6050369143486023,0.22318756580352783,0.69194096326828,0.29401695728302,0.6021052598953247,0.2802288234233856,0.5178298354148865,0.28603827953338623,0.6418471932411194,0.2918730676174164,0.7397751808166504,0.3790892958641052,0.6258645057678223,0.3639860153198242,0.5582481622695923,0.3559802174568176,0.6867253184318542,0.34897199273109436,0.7818217277526855,0.4642632007598877,0.660731315612793,0.4453203082084656,0.6101229786872864,0.4267621636390686,0.7017129063606262,0.41505154967308044,0.7721437811851501
A,0.34911197423934937,0.9123263359069824,0.2367672324180603,0.8568510413169861,0.1457505077123642,0.7123953104019165,0.11183694005012512,0.5899563431739807,0.11147455871105194,0.48791515827178955,0.2087550163269043,0.596366822719574,0.19782160222530365,0.505696177482605,0.21580463647842407,0.6087929010391235,0.23066045343875885,0.6987084746360779,0.2958443760871887,0.6044415831565857,0.28177177906036377,0.5225632786750793,0.2913093566894531,0.6504266262054443,0.29929885268211365,0.7496433854103088,0.3813939094543457,0.6286716461181641,0.3637607991695404,0.5652275681495667,0.3611440360546112,0.6951481699943542,0.3586563169956207,0.7885299921035767,0.465523362159729,0.6634045243263245,0.44648879766464233,0.6106501817703247,0.4280046224594116,0.7033320069313049,0.4176151752471924,0.7744088768959045
A,0.3507547676563263,0.9156960844993591,0.2374773472547531,0.8567240238189697,0.14808999001979828,0.7146943211555481,0.1134667694568634,0.595491886138916,0.11273814737796783,0.4948025941848755,0.21071332693099976,0.6001914739608765,0.20162498950958252,0.5090814232826233,0.21533671021461487,0.6077330112457275,0.22650203108787537,0.696078360080719,0.2969758212566376,0.6097883582115173,0.28202715516090393,0.5239477157592773,0.28920045495033264,0.6476203799247742,0.2970275580883026,0.7468610405921936,0.38253408670425415,0.6344447135925293,0.36653149127960205,0.565481424331665,0.36130818724632263,0.6918575167655945,0.3569984436035156,0.7862905859947205,0.4682426452636719,0.6699948310852051,0.4500542879104614,0.6084240674972534,0.431342750787735,0.6969555020332336,0.41982966661453247,0.7689361572265625
A,0.3593115508556366,0.9175840020179749,0.2430088073015213,0.8597527742385864,0.1502099484205246,0.718558669090271,0.11378324031829834,0.5976142287254333,0.11135022342205048,0.4953019917011261,0.21290215849876404,0.602385938167572,0.20072832703590393,0.5061442852020264,0.21400216221809387,0.6062926054000854,0.22572743892669678,0.6955605745315552,0.29837533831596375,0.609903872013092,0.283550888299942,0.5213415622711182,0.2896040678024292,0.6434522271156311,0.2969135046005249,0.7409993410110474,0.3834129273891449,0.6338241696357727,0.3675701916217804,0.5640932321548462,0.3635604977607727,0.6902797818183899,0.36058980226516724,0.7832784056663513,0.4686376452445984,0.6685277223587036,0.45114248991012573,0.6106123328208923,0.4352794289588928,0.6999155282974243,0.4265814423561096,0.7694599032402039
A,0.357920378446579,0.9100929498672485,0.24387885630130768,0.8582085967063904,0.15033629536628723,0.7148061394691467,0.11970022320747375,0.5906641483306885,0.12172617018222809,0.490251362323761,0.21785816550254822,0.5992993116378784,0.20752939581871033,0.5139127969741821,0.22530239820480347,0.6173551678657532,0.23875704407691956,0.7080023288726807,0.30594828724861145,0.6065125465393066,0.29224416613578796,0.5219404697418213,0.3005479872226715,0.6475949287414551,0.30855417251586914,0.7471917271614075,0.3918779492378235,0.6301069259643555,0.37510594725608826,0.5628944039344788,0.37208983302116394,0.6928526759147644,0.36958205699920654,0.7874523401260376,0.4762977063655853,0.6636382341384888,0.4549800157546997,0.6082190871238708,0.43861323595046997,0.702027440071106,0.42996132373809814,0.7732528448104858
A,0.36661699414253235,0.9068543910980225,0.24654705822467804,0.8521908521652222,0.15681228041648865,0.7099101543426514,0.12672917544841766,0.5912865996360779,0.12214834988117218,0.494454026222229,0.2200596034526825,0.5949780941009521,0.21197780966758728,0.5055432319641113,0.23113662004470825,0.6112710237503052,0.24373199045658112,0.7001469135284424,0.3081299364566803,0.6039073467254639,0.29479625821113586,0.5216748714447021,0.3094942271709442,0.6516910195350647,0.31854015588760376,0.7483303546905518,0.3951137363910675,0.6285656094551086,0.37900373339653015,0.5610096454620361,0.38079220056533813,0.6907296776771545,0.37828072905540466,0.7829720377922058,0.48016276955604553,0.6635773777961731,0.46287572383880615,0.6043731570243835,0.44850945472717285,0.6956582069396973,0.4396175146102905,0.7654884457588196
A,0.376778781414032,0.9053796529769897,0.2612088918685913,0.8558266162872314,0.1665259450674057,0.713776171207428,0.13025720417499542,0.5917195081710815,0.13163244724273682,0.49067115783691406,0.2282709777355194,0.5993850231170654,0.22151336073875427,0.5087316632270813,0.23990610241889954,0.6075277328491211,0.25256115198135376,0.6945931315422058,0.31499403715133667,0.6053065061569214,0.3040643632411957,0.5228443741798401,0.31722933053970337,0.6470177173614502,0.3256304860115051,0.744279682636261,0.40000295639038086,0.6265388131141663,0.3867485821247101,0.560983419418335,0.3879890739917755,0.6873565912246704,0.38566839694976807,0.7800005078315735,0.4847390055656433,0.6584794521331787,0.4692571759223938,0.6054602861404419,0.45699620246887207,0.6965358257293701,0.44801998138427734,0.7666782140731812
A,0.3913229703903198,0.9139937162399292,0.2714588940143585,0.8629412651062012,0.17806005477905273,0.7189376950263977,0.14374125003814697,0.5947322845458984,0.13458363711833954,0.4909632205963135,0.23703697323799133,0.5982893705368042,0.22867141664028168,0.507087767124176,0.24708256125450134,0.6110468506813049,0.2610928416252136,0.7024177312850952,0.32580533623695374,0.6033583283424377,0.31135910749435425,0.5194295644760132,0.3244186043739319,0.6488174200057983,0.3360706865787506,0.7489332556724548,0.41217800974845886,0.6250516176223755,0.3965880572795868,0.5607041716575623,0.3968341052532196,0.6932631134986877,0.39629611372947693,0.788718581199646,0.4977301359176636,0.657657265663147,0.4780702292919159,0.6039515733718872,0.46271270513534546,0.698982298374176,0.4535015821456909,0.7710865139961243
A,0.4007270336151123,0.915993332862854,0.2827305793762207,0.8584774732589722,0.1861298531293869,0.7194457054138184,0.1476617306470871,0.5991860032081604,0.146035835146904,0.4970969557762146,0.2478010505437851,0.5974145531654358,0.2375931739807129,0.5076161623001099,0.25520116090774536,0.6083724498748779,0.2671585977077484,0.6961738467216492,0.3365727961063385,0.6052072048187256,0.31878092885017395,0.5207616686820984,0.3324352502822876,0.6465820074081421,0.3425728678703308,0.7454937100410461,0.42385464906692505,0.6275941729545593,0.40592408180236816,0.5625542402267456,0.4063222408294678,0.6925764679908752,0.40468332171440125,0.7867167592048645,0.5110876560211182,0.6605011224746704,0.48855021595954895,0.6072273254394531,0.47524309158325195,0.7007439136505127,0.4688665270805359,0.7711533904075623
A,0.4144604802131653,0.9279028177261353,0.29458457231521606,0.8731103539466858,0.1996432989835739,0.727745771408081,0.16127458214759827,0.6050160527229309,0.1534653902053833,0.5006117820739746,0.25735005736351013,0.6017012000083923,0.25183528661727905,0.5126159191131592,0.27417153120040894,0.6173017621040344,0.2889089286327362,0.7084240317344666,0.3483600914478302,0.6094949245452881,0.33887287974357605,0.5220978856086731,0.35416871309280396,0.6497518420219421,0.36238253116607666,0.7510330677032471,0.43655815720558167,0.6328736543655396,0.4238829016685486,0.5669766664505005,0.42785876989364624,0.6961785554885864,0.42622488737106323,0.7906583547592163,0.5230130553245544,0.6669722199440002,0.50537109375,0.6082171201705933,0.4949404001235962,0.7043507695198059,0.4877626895904541,0.7774457931518555
A,0.4340594410896301,0.9254800081253052,0.3137374818325043,0.8734720945358276,0.21840672194957733,0.7303846478462219,0.18085689842700958,0.6099918484687805,0.17257548868656158,0.5067133903503418,0.2693203389644623,0.6029772758483887,0.2628076672554016,0.5160640478134155,0.2890576124191284,0.6171162128448486,0.3069375455379486,0.7083368301391602,0.36199647188186646,0.6096255779266357,0.35242679715156555,0.5236586928367615,0.3729567527770996,0.6483526229858398,0.384733647108078,0.7500324249267578,0.4510888159275055,0.6318257451057434,0.441956102848053,0.5687682628631592,0.44921645522117615,0.6960897445678711,0.4473690986633301,0.790729284286499,0.5384681820869446,0.6649916172027588,0.52400141954422,0.6121315360069275,0.5160980820655823,0.7085926532745361,0.5084431171417236,0.7820261716842651
A,0.4594455361366272,0.915509045124054,0.33848899602890015,0.8711496591567993,0.23651525378227234,0.7285884022712708,0.19943572580814362,0.6022675633430481,0.19847789406776428,0.49848833680152893,0.2927161157131195,0.6063362956047058,0.290289968252182,0.5154359936714172,0.3124818801879883,0.6201860308647156,0.3289625644683838,0.7140304446220398,0.38806116580963135,0.6128100156784058,0.3798350989818573,0.5244390368461609,0.39783716201782227,0.6542713642120361,0.4120006859302521,0.7571079730987549,0.4784278869628906,0.6336638331413269,0.46783554553985596,0.5690136551856995,0.471443772315979,0.6993532180786133,0.4697009325027466,0.7935019731521606,0.5659283399581909,0.6637511253356934,0.549726665019989,0.6046490669250488,0.542453408241272,0.700690746307373,0.536653995513916,0.7731274366378784
A,0.4914160966873169,0.926093339920044,0.3610076606273651,0.8722331523895264,0.2631848454475403,0.7325828671455383,0.22556450963020325,0.6074002981185913,0.2175966203212738,0.5037052035331726,0.31674185395240784,0.6028940677642822,0.31334400177001953,0.5104092359542847,0.3412134349346161,0.6148144602775574,0.35955536365509033,0.7110145092010498,0.4105299115180969,0.6091948747634888,0.40519678592681885,0.5204545855522156,0.42453011870384216,0.6456618905067444,0.4354095458984375,0.7497191429138184,0.5002138614654541,0.6310933232307434,0.49439048767089844,0.5678589344024658,0.5003481507301331,0.6942493319511414,0.4979163408279419,0.7895976305007935,0.5864558219909668,0.665407657623291,0.5737286806106567,0.6093863844871521,0.5651142001152039,0.7045623064041138,0.5558464527130127,0.7796301245689392
A,0.5046423077583313,0.9267473816871643,0.3852567672729492,0.8766277432441711,0.2904350757598877,0.7318598031997681,0.25192373991012573,0.604864776134491,0.24286486208438873,0.5013571977615356,0.34335505962371826,0.6061099171638489,0.342257022857666,0.5090782642364502,0.36484700441360474,0.614378035068512,0.37981268763542175,0.7084586024284363,0.43507319688796997,0.6137803792953491,0.4286313056945801,0.5171287655830383,0.44322988390922546,0.6426594257354736,0.4548224210739136,0.7424695491790771,0.5230421423912048,0.6373737454414368,0.5195422768592834,0.5659782290458679,0.5202012062072754,0.6925758719444275,0.5165651440620422,0.7852989435195923,0.6073464155197144,0.672518253326416,0.5986892580986023,0.6088640093803406,0.5886393785476685,0.7032049894332886,0.5783703923225403,0.7764630913734436
A,0.5167843699455261,0.9246988892555237,0.39946967363357544,0.8715353012084961,0.3054755628108978,0.7257505059242249,0.26563215255737305,0.5998832583427429,0.25443094968795776,0.4936411380767822,0.3599468171596527,0.5997201204299927,0.36097535490989685,0.501477837562561,0.3825759291648865,0.6077647805213928,0.3944517970085144,0.7009981274604797,0.45178377628326416,0.6068302989006042,0.44848987460136414,0.5146664381027222,0.46121129393577576,0.6449235081672668,0.46892428398132324,0.7438845038414001,0.5384901165962219,0.632343590259552,0.5381631255149841,0.5578339099884033,0.5355247855186462,0.6886341571807861,0.5292198657989502,0.7821821570396423,0.6219461560249329,0.6696529388427734,0.620603084564209,0.6119626760482788,0.6048265695571899,0.7076553106307983,0.589136004447937,0.7787337303161621
